Fecha,Institucion,ICAP,Capital Neto reg. vig. dic 2012,Capital Neto Vigente,Operaciones Sujetas a Riesgo,RC Total,RC x riesgo de Credito,RC x riesgo de Mercado,RC x riesgo Operacional,RC x riesgo de Filiales del Exterior
29/02/20,BANREGIO,13.56,15471.57,15733.33,116035.16,9282.81,83.58,6.32,10.09,0
29/02/20,BANSI,17.14,2846.02,2894.96,16891.14,1351.29,82.47,4.48,13.05,0
29/02/20,BARCLAYS,16.68,6343.98,6343.98,38029.19,3042.34,85.33,10.68,3.98,0
29/02/20,BASE,14.16,2598.04,2598.04,18341.53,1467.32,75.6,5.72,18.69,0
29/02/20,BBVA BANCOMER,15.65,235313.83,264290.25,1689161.4,135132.91,66.52,27.84,5.65,0
29/02/20,BIAFIRME,13.93,779.76,1130.23,8112.42,648.99,6.52,90.61,2.87,0
29/02/20,CIBANCO,14.26,2937.76,2938.44,20602.39,1648.19,65.29,4.86,29.86,0
29/02/20,COMERCIOSA,36.23,32.7,29.27,80.79,6.46,11.49,0.53,87.98,0
29/02/20,COMPARTAMOS,35.06,11682.08,11365.76,32419.41,2593.55,81.91,13,5.09,0
29/02/20,CONSUBANCO,23.02,2818.21,2818.21,12244.87,979.59,69.88,6.04,24.08,0
29/02/20,CONSUPAGO,71.56,170.7,166.55,232.73,18.62,99.94,0.06,0,0
29/02/20,CREDIT SUISSE,12.05,1972.17,1774.74,14723.23,1177.86,65.58,24.77,9.65,0
29/02/20,CREDITO FAMLIAR SCOT,20.46,1062.74,911.25,4454.84,356.39,85.77,9.96,4.27,0
29/02/20,DEUTSCHE BANK,162.28,1655.99,1655.99,1020.47,81.64,21.15,7.65,71.2,0
29/02/20,F AFIRME,18.74,106.8,93.75,500.41,40.03,97.23,0.97,1.81,0
29/02/20,FAMSA,10.51,3549.64,3953.1,37599.38,3007.95,92.5,2.26,5.24,0
29/02/20,FC FINANCIAL,15.91,4925.97,4441.9,27923.33,2233.87,81.3,11.5,7.21,0
29/02/20,FINANMADRID,12.9,151.35,141.38,1095.67,87.65,69.95,15.19,14.86,0
29/02/20,FINTERRA,15.67,502.39,411.14,2623.53,209.88,81.84,5.33,12.83,0
29/02/20,FORJADORES,29.93,400.3,340.66,1138.19,91.06,53.04,1.18,45.78,0
29/02/20,FUNDACIÓN DONDÉ,56,353.76,353.76,631.68,50.53,74.19,1.4,24.41,0
29/02/20,GRAMEEN CARSO,16.77,80.74,66.41,396.12,31.69,78.73,5.57,15.71,0
29/02/20,HSBC,14.13,57869.59,70205.62,496698.12,39735.85,83.57,10.21,6.21,0
29/02/20,ICBC,26.1,1009.49,1350.9,5175.54,414.04,90.96,2.19,6.85,0
29/02/20,INBURSA,19.28,76373.04,71232.6,369528.99,29562.32,63.65,29.94,6.41,0
29/02/20,INMOBILIARIO MEXICANO,12.66,1057.4,957.79,7564.21,605.14,86.97,3.38,9.65,0
29/02/20,INTERCAM,13.29,2404.46,2331.59,17539.11,1403.13,66.17,3.36,30.48,0
29/02/20,INTERCAM INC,92.86,18.69,18.69,20.13,1.61,99.99,0.02,0,0
29/02/20,INVEX,16.91,5859.98,5626.55,33273.65,2661.89,68.51,14.22,17.27,0
29/02/20,INVEX CONSUMO,11.68,694.22,534.73,4576.25,366.1,67.95,0.14,31.92,0
29/02/20,JP MORGAN,16.86,9847.81,11465.59,67995.45,5439.64,62.2,32.1,5.7,0
29/02/20,METROFINANCIERA,15.02,1605.92,1493.19,9938.97,795.12,76.77,15.41,7.83,0
29/02/20,MIFEL,13.46,8632.3,6943.15,51576.86,4126.15,80.92,12.11,6.97,0
29/02/20,MIFEL SOFOMER,24.29,443.76,394.4,1623.88,129.91,88.97,6.13,4.91,0
29/02/20,MIZUHO,90.79,2665.9,2646.59,2915.1,233.21,78.43,1.53,20.04,0
29/02/20,MONEX,15.89,7188.82,6651.37,41850.18,3348.01,75.17,8.25,16.58,0
29/02/20,MUFG,31.61,5706.15,5588.02,17677.81,1414.22,79.1,7.5,13.41,0
29/02/20,MULTIVA,14.86,6584.21,6236.73,41969.84,3357.59,80.94,7.03,12.04,0
29/02/20,OPCIPRES,746.72,210.16,210.16,28.15,2.25,98.35,1.65,0,0
29/02/20,PAGATODO,305.44,270,241.09,78.93,6.31,54.92,0.65,44.43,0
29/02/20,S CONSUMO,22.85,18957.82,18996.2,83128.83,6650.31,90.83,4.2,4.96,0
29/02/20,SABADELL,13,10244.99,9038.22,69532.07,5562.57,95.63,1.17,3.2,0
29/02/20,SABCAPITAL,15.01,4243.3,3963.23,26411.38,2112.91,90.66,0.78,8.56,0
29/02/20,SANTANDER,16.79,99225.78,129078.79,768592.39,61487.39,67.99,24.53,7.49,0
29/02/20,SANTANDER INCLUSIÓN FINANCIERA,25.83,159.77,159.77,618.59,49.49,72.1,6.04,21.86,0
29/02/20,SANTANDER VIVIENDA,11.98,7947.16,7775.87,64905.38,5192.43,74.11,22.33,3.56,0
29/02/20,SCOTIABANK,14.04,47225.34,56022.28,399035.25,31922.82,89.2,7.01,3.79,0
29/02/20,SHINHAN,60.97,1495.59,1453.13,2383.55,190.68,86.51,3.18,10.31,0
29/02/20,SOFOM AYUDAMOS,54.11,106.67,106.67,197.12,15.77,11.09,0.14,88.78,0
29/02/20,SOFOM BAJÍO,17.68,1973.8,1973.8,11163.19,893.06,87.71,4.34,7.95,0
29/02/20,SOFOM BANAMEX,13.7,15728.09,15728.09,114791.48,9183.32,95.25,0.23,4.52,0
29/02/20,SOFOM INBURSA,22,15451.34,12241.64,55637.79,4451.02,63.39,10.63,25.98,0
29/02/20,START BANREGIO,17.37,3302.53,3128.24,18008.94,1440.71,89.35,9.3,1.35,0
29/02/20,VE POR MÁS,13.09,4589.04,5054.13,38613.48,3089.08,77.54,14.38,8.08,0
29/02/20,VW BANK,21.56,1701.58,1701.58,7890.98,631.28,58.44,31.86,9.71,0
31/03/20,A AFIRME,12.05,618.62,600.24,4982.64,398.61,87.16,7.58,5.26,0
31/03/20,ABANCREA,16.47,142.77,142.77,866.91,69.35,80.87,11.18,7.96,0
31/03/20,ABC CAPITAL,10.97,978.84,720.7,6571.13,525.69,85.25,2.96,11.79,0
31/03/20,ACCENDO BANCO,17.94,1025.94,920.35,5130.33,410.43,74.88,18.31,6.81,0
31/03/20,ACTINVER,13.45,3551.63,3459.43,25719.56,2057.56,77.13,8.77,14.11,0
31/03/20,AFIRME,13.15,4886.21,7329.32,55737.84,4459.03,75.18,11.39,13.43,0
31/03/20,AMERICAN EXPRESS,24.97,7146.34,6331.05,25357.6,2028.61,59.35,0.36,40.3,0
31/03/20,ARBASE,14.97,78.65,70.24,469.23,37.54,93.16,4.67,2.18,0
31/03/20,ARR BANAMEX,324.25,724.27,724.11,223.32,17.87,65.18,0.81,34.01,0
31/03/20,ARR. Y FACT. BANORTE,14.23,5163.15,5134.5,36073.05,2885.84,84.68,10.69,4.63,0
31/03/20,ARRENDADORA BX+,10.5,790.98,571.19,5441.59,435.33,89.13,5.27,5.6,0
31/03/20,AUTOFIN,12.68,704.67,689.78,5440.2,435.22,86.77,6.33,6.9,0
31/03/20,AYF BANORTE,22.93,2374.44,1969.24,8587.3,686.98,88.6,7.52,3.88,0
31/03/20,AZTECA,18.27,25644.02,26469.03,144863.76,11589.1,75.03,12.63,12.34,0
31/03/20,BAJÍO,15.94,30144.66,30022.55,188400.95,15072.08,84.77,5.18,10.06,0
31/03/20,BANAMEX,13.53,119698.59,125953.17,930959.15,74476.73,73.76,17.53,8.71,0
31/03/20,BANCO KEB HANA,213.77,1582.38,1582.12,740.1,59.21,55.74,25.64,18.63,0
31/03/20,BANCO S3,123.04,1448.02,1360.76,1105.97,88.48,31.36,3.36,65.28,0
31/03/20,BANCOPPEL,26.77,11983.91,12192.44,45541.11,3643.29,64.22,17.34,18.43,0
31/03/20,BANCREA,15.35,1704.78,2421.01,15770.67,1261.65,89.8,4.59,5.61,0
31/03/20,BANK OF AMERICA,16.85,10468.75,10468.75,62121.48,4969.72,36.07,52.87,11.06,0
31/03/20,BANK OF CHINA,53.97,733.44,711.23,1317.79,105.42,85.55,2.27,12.18,0
31/03/20,BANKAOOL,15.25,597.09,582.49,3819.33,305.55,90.65,3.92,5.43,0
31/03/20,BANORTE,18.95,108187.64,156751.61,827030.04,66162.4,78.63,13.41,7.97,0
31/03/20,BANREGIO,13.26,15683.6,15957.96,120385.19,9630.81,83.35,6.83,9.82,0
31/03/20,BANSI,17.44,2877.29,2926.26,16775.3,1342.02,82.06,4.73,13.22,0
31/03/20,BARCLAYS,18.8,7819.08,7819.08,41588.93,3327.11,83.26,13.92,2.82,0
31/03/20,BASE,13.24,2642.83,2642.83,19960.03,1596.8,77.64,4.95,17.42,0
31/03/20,BBVA BANCOMER,15.09,224538.73,259897.78,1721839.57,137747.17,68.79,25.17,6.05,0
31/03/20,BIAFIRME,14.45,784.24,1135.07,7852.67,628.21,7.13,90.07,2.8,0
31/03/20,CIBANCO,14.77,3066.65,3067.34,20768.3,1661.46,65.83,4.5,29.66,0
31/03/20,COMERCIOSA,34.9,31.32,27.98,80.18,6.41,10.98,0.35,88.67,0
31/03/20,COMPARTAMOS,35.46,11690.47,11380.5,32092.25,2567.38,81.48,13.38,5.13,0
31/03/20,CONSUBANCO,21.93,2673.24,2673.24,12191.03,975.28,71.2,4.4,24.39,0
31/03/20,CONSUPAGO,96.79,167.34,162.56,167.96,13.44,99.92,0.08,0,0
31/03/20,CREDIT SUISSE,13.58,1972.51,1775.04,13070.77,1045.66,69.96,20.87,9.17,0
31/03/20,CREDITO FAMLIAR SCOT,20.7,1061.24,908.15,4387.95,351.04,85.81,9.85,4.34,0
31/03/20,DEUTSCHE BANK,188.17,1639.83,1639.83,871.45,69.72,25.21,9.45,65.34,0
31/03/20,F AFIRME,16.73,106.98,93.92,561.3,44.9,97.92,0.85,1.23,0
31/03/20,FAMSA,-6.02,-1765.11,-2153.03,35753.59,2860.29,92.01,2.43,5.56,0
31/03/20,FC FINANCIAL,15.67,4926.33,4399.86,28086.92,2246.95,82.46,10.27,7.28,0
31/03/20,FINANMADRID,12.41,155.09,144.64,1165.91,93.27,69.99,15.9,14.11,0
31/03/20,FINTERRA,16.15,494.5,405.09,2508.31,200.67,81.23,5.43,13.34,0
31/03/20,FORJADORES,29.71,397.43,337.52,1136.18,90.89,53.06,1.08,45.87,0
31/03/20,FUNDACIÓN DONDÉ,53.3,354.35,354.35,664.86,53.19,75.09,1.61,23.3,0
31/03/20,GRAMEEN CARSO,15.14,77.46,62.05,409.85,32.79,78.25,6.2,15.55,0
31/03/20,HSBC,13.23,56358.74,70742.75,534557.13,42764.57,83.34,10.49,6.17,0
31/03/20,ICBC,27.45,1019.76,1439.16,5242.87,419.43,90.08,2.92,6.99,0
31/03/20,INBURSA,18.45,77444.35,72250.46,391561.47,31324.92,64.4,28.93,6.68,0
31/03/20,INMOBILIARIO MEXICANO,12.7,1064.51,966.85,7615.56,609.24,86.92,3.41,9.68,0
31/03/20,INTERCAM,13.04,2478.28,2411.28,18493.52,1479.48,68.88,1.85,29.27,0
31/03/20,INTERCAM INC,105.17,23.35,23.35,22.2,1.78,99.96,0.04,0,0
31/03/20,INVEX,15.22,5796.9,5569.19,36587.49,2927,68.85,15.67,15.48,0
31/03/20,INVEX CONSUMO,12.32,722.75,566,4593.26,367.46,67.83,0.14,32.03,0
31/03/20,JP MORGAN,13.7,9887.94,11306.29,82504.4,6600.35,59.45,35.69,4.87,0
31/03/20,METROFINANCIERA,14.52,1608.61,1498.57,10320.11,825.61,77.79,14.64,7.57,0
31/03/20,MIFEL,13.42,8858.19,6917.95,51565.9,4125.27,80.97,11.93,7.1,0
31/03/20,MIFEL SOFOMER,22.7,445.91,393.25,1732.33,138.59,89.79,5.59,4.62,0
31/03/20,MIZUHO,59.26,2662.67,2642.73,4459.19,356.74,85.95,1.06,12.99,0
31/03/20,MONEX,15.48,7342.72,6813.49,44007.35,3520.59,76.21,7.21,16.58,0
31/03/20,MUFG,28.13,5802,5637.59,20040.8,1603.26,82.8,5.4,11.8,0
31/03/20,MULTIVA,15.38,6616.75,6271.28,40766.88,3261.35,80.57,7.02,12.42,0
31/03/20,OPCIPRES,688.27,210.21,210.21,30.54,2.44,98.52,1.48,0,0
31/03/20,PAGATODO,287.16,270.46,241.46,84.09,6.73,57.1,0.61,42.29,0
31/03/20,S CONSUMO,24.08,19523.62,19561.39,81221.7,6497.74,90.59,4.31,5.1,0
31/03/20,SABADELL,12.37,10667.45,9434.77,76243.23,6099.46,95.7,1.25,3.05,0
31/03/20,SABCAPITAL,13.43,4580.02,4255.95,31687.58,2535.01,92.08,0.82,7.1,0
31/03/20,SANTANDER,16.23,97579.18,132506.61,816199,65295.92,66.14,26.37,7.5,0
31/03/20,SANTANDER INCLUSIÓN FINANCIERA,22.54,141.9,141.9,629.53,50.36,70.54,6.85,22.61,0
31/03/20,SANTANDER VIVIENDA,12.23,8022.51,7868.06,64317.04,5145.36,74.41,21.91,3.68,0
31/03/20,SCOTIABANK,12.91,47193.87,54787.9,424489.53,33959.16,89.44,6.87,3.69,0
31/03/20,SHINHAN,50.21,1499.1,1460.55,2908.77,232.7,89.37,2.15,8.47,0
31/03/20,SOFOM AYUDAMOS,57.23,107.27,107.27,187.43,14.99,11.37,0.14,88.49,0
31/03/20,SOFOM BAJÍO,16.73,1978.73,1978.73,11829.45,946.36,88.47,3.93,7.6,0
31/03/20,SOFOM BANAMEX,10.87,11878.3,11878.3,109253.51,8740.28,95.01,0.22,4.78,0
31/03/20,SOFOM INBURSA,18.96,14263.85,10147.58,53513.03,4281.04,61.43,11.04,27.53,0
31/03/20,START BANREGIO,18.92,3361.03,3218.47,17007.37,1360.59,95.52,3.08,1.41,0
31/03/20,VE POR MÁS,12.21,4527.11,5006.86,41010.01,3280.8,78.23,14.02,7.75,0
31/03/20,VW BANK,21.86,1713.05,1713.05,7837.03,626.96,58.33,31.89,9.78,0
30/04/20,A AFIRME,12.42,624.35,606.55,4882.22,390.58,87.34,7.18,5.49,0
30/04/20,ABANCREA,15.47,143.9,143.9,929.9,74.39,81.63,10.61,7.76,0
30/04/20,ABC CAPITAL,10.69,960.59,697.25,6519.68,521.57,85.09,3.12,11.79,0
30/04/20,ACCENDO BANCO,16.16,942.6,844.58,5226.26,418.1,74.24,19.63,6.13,0
30/04/20,ACTINVER,13.33,3503.05,3398.21,25484.02,2038.72,80.2,5.44,14.36,0
30/04/20,AFIRME,12.74,4909.09,7363.64,57795.76,4623.66,72.59,14.75,12.66,0
30/04/20,AMERICAN EXPRESS,26.61,7232.26,6409.95,24084.16,1926.73,57.01,0.33,42.67,0
30/04/20,ARBASE,15.03,79,70.56,469.59,37.57,92.76,4.83,2.41,0
30/04/20,ARR BANAMEX,325.81,726.53,726.37,222.94,17.84,65.41,0.82,33.78,0
30/04/20,ARR. Y FACT. BANORTE,15.84,5305.93,5273.56,33288.8,2663.1,87.82,7.13,5.06,0
30/04/20,ARRENDADORA BX+,10.74,802.88,584.35,5442.07,435.37,88.69,5.6,5.71,0
30/04/20,AUTOFIN,11.8,646.5,632.66,5360.11,428.81,87.54,5.43,7.03,0
30/04/20,AYF BANORTE,23.24,2361.2,1955.92,8415.27,673.22,89.3,7.95,2.75,0
30/04/20,AZTECA,18.06,25600.78,26363.78,145958.98,11676.72,73.99,13.09,12.93,0
30/04/20,BAJÍO,15.78,30192.57,30239.96,191671.3,15333.7,84.18,5.88,9.94,0
30/04/20,BANAMEX,14.1,123257.92,131104.29,929944.63,74395.57,74.44,17.1,8.46,0
30/04/20,BANCO KEB HANA,197.65,1588.24,1587.98,803.42,64.27,58.61,23.42,17.97,0
30/04/20,BANCO S3,121.85,1455.62,1371.1,1125.23,90.02,30.78,5.13,64.1,0
30/04/20,BANCOPPEL,26.36,12196.79,12489.06,47377.06,3790.17,64.04,17.96,18,0
30/04/20,BANCREA,15.9,1714,2536.47,15949.4,1275.95,89.87,4.52,5.62,0
30/04/20,BANK OF AMERICA,16.99,10627.93,10627.93,62571.9,5005.75,36.88,49.68,13.44,0
30/04/20,BANK OF CHINA,52.41,722.42,700.22,1336.15,106.89,85.4,2.65,11.95,0
30/04/20,BANKAOOL,13.61,582.96,567.74,4171.05,333.68,91.49,3.39,5.12,0
30/04/20,BANORTE,19.48,118398.66,169754.43,871393.26,69711.46,79.12,13.24,7.64,0
30/04/20,BANREGIO,13.89,16592.51,16872.01,121509.3,9720.74,83.35,6.79,9.86,0
30/04/20,BANSI,17.7,2897.69,2947.44,16650.43,1332.03,81.78,4.83,13.39,0
30/04/20,BARCLAYS,16.4,7910.81,7910.81,48230.41,3858.43,69.3,24.02,6.68,0
30/04/20,BASE,13.41,2682.63,2682.63,20000.84,1600.07,76.3,5.64,18.06,0
30/04/20,BBVA BANCOMER,15.44,228893.35,267932.33,1735305.47,138824.44,68.39,24.8,6.81,0
30/04/20,BIAFIRME,13.52,821.36,1172,8671.75,693.74,6.58,91.06,2.37,0
30/04/20,CIBANCO,14.64,3082.51,3083.19,21056.48,1684.52,65.95,4.26,29.8,0
30/04/20,COMERCIOSA,33.51,29.96,26.71,79.72,6.38,10.57,0.27,89.17,0
30/04/20,COMPARTAMOS,33.46,11733.85,11398.93,34065.21,2725.22,82.62,12.49,4.89,0
30/04/20,CONSUBANCO,19.77,2474.94,2474.94,12520.84,1001.67,71.58,4.45,23.96,0
30/04/20,CONSUPAGO,104.96,166.12,160.07,152.51,12.2,99.91,0.09,0,0
30/04/20,CREDIT SUISSE,23.43,3850.75,3651.1,15581.49,1246.52,62.29,25.88,11.84,0
30/04/20,CREDITO FAMLIAR SCOT,20.34,1031.44,871.21,4282.33,342.59,86.55,8.99,4.46,0
30/04/20,DEUTSCHE BANK,182.44,1633.02,1633.02,895.12,71.61,25.55,10.81,63.64,0
30/04/20,F AFIRME,17.04,106.82,93.77,550.29,44.02,98.67,0.84,0.5,0
30/04/20,FC FINANCIAL,15.57,4823.33,4222.82,27126.59,2170.13,81.53,10.69,7.78,0
30/04/20,FINANMADRID,12.56,157.56,147.14,1171.3,93.7,69.67,16.14,14.19,0
30/04/20,FINTERRA,15.27,455.23,370.5,2425.69,194.06,80.14,6.26,13.6,0
30/04/20,FORJADORES,31.17,386.72,353.91,1135.46,90.84,50.32,3.8,45.88,0
30/04/20,FUNDACIÓN DONDÉ,52.5,353.74,353.74,673.84,53.91,75.41,1.45,23.14,0
30/04/20,GRAMEEN CARSO,14.14,73.6,56.54,399.84,31.99,76.46,7.12,16.43,0
30/04/20,HSBC,13.33,56904.59,71836.37,539043.83,43123.51,82.88,9.97,7.15,0
30/04/20,ICBC,27.31,1018.65,1450.71,5311.67,424.93,89.83,2.86,7.32,0
30/04/20,INBURSA,17.53,77312.26,73125.18,417243.51,33379.48,65.52,27.43,7.05,0
30/04/20,INMOBILIARIO MEXICANO,12.52,1066.96,973.08,7772.5,621.8,87.05,3.38,9.57,0
30/04/20,INTERCAM,12.59,2440.62,2371.6,18843.41,1507.47,69.15,1.46,29.38,0
30/04/20,INTERCAM INC,95.41,28.36,28.36,29.72,2.38,99.98,0.02,0,0
30/04/20,INVEX,14.28,5587.71,5369.07,37601.47,3008.12,65.72,18.71,15.56,0
30/04/20,INVEX CONSUMO,13.71,758.27,604.67,4411.93,352.95,65.29,0.11,34.61,0
30/04/20,JP MORGAN,23.87,10227.32,18972.69,79492.75,6359.42,61.27,33.65,5.09,0
30/04/20,METROFINANCIERA,14.53,1609.87,1499.82,10324.73,825.98,77.99,14.36,7.65,0
30/04/20,MIFEL,13.1,8802.82,6809.38,51977.35,4158.19,83.01,9.78,7.21,0
30/04/20,MIFEL SOFOMER,27.86,447.9,399.99,1435.76,114.86,87.69,6.69,5.62,0
30/04/20,MIZUHO,55.64,2661.64,2641.7,4747.95,379.84,86.66,1.25,12.09,0
30/04/20,MONEX,14.48,7398.22,6754.94,46656.64,3732.53,72.79,11.72,15.49,0
30/04/20,MUFG,27.69,5795.76,5636.44,20354.7,1628.38,86.99,4.36,8.65,0
30/04/20,MULTIVA,15.67,6633.39,6303.03,40225.53,3218.04,81.49,5.9,12.62,0
30/04/20,OPCIPRES,729.85,210.56,210.56,28.85,2.31,98.45,1.56,0,0
30/04/20,PAGATODO,287.15,268.87,239.91,83.55,6.68,56.37,0.62,43.02,0
30/04/20,S CONSUMO,25.53,19882.94,19921.21,78026.1,6242.09,90.76,3.92,5.31,0
30/04/20,SABADELL,12.15,10687.39,9448.14,77780.91,6222.47,95.24,1.64,3.12,0
30/04/20,SABCAPITAL,14.51,4637.27,4303.05,29655.65,2372.45,91.44,0.97,7.59,0
30/04/20,SANTANDER,15.84,97808.78,133819.13,844779.22,67582.34,64.02,28.83,7.15,0
30/04/20,SANTANDER INCLUSIÓN FINANCIERA,20.83,124,124,595.18,47.61,68.84,5.85,25.31,0
30/04/20,SANTANDER VIVIENDA,12.3,8043.12,7889.99,64141.78,5131.34,74.44,21.78,3.78,0
30/04/20,SCOTIABANK,13.1,48249.7,56215.15,428966.8,34317.34,89.22,6.89,3.89,0
30/04/20,SHINHAN,47.6,1499.84,1461.34,3070.05,245.6,89.26,2.66,8.08,0
30/04/20,SOFOM AYUDAMOS,60.23,107.81,107.81,178.98,14.32,12.04,0.15,87.82,0
30/04/20,SOFOM BAJÍO,17.58,2012,1991.3,11324.66,905.97,88.05,3.92,8.03,0
30/04/20,SOFOM BANAMEX,11.57,11831.25,11831.25,102261.98,8180.96,94.7,0.18,5.12,0
30/04/20,SOFOM INBURSA,16.11,13811.93,9420.91,58480.16,4678.41,63.25,11,25.75,0
30/04/20,START BANREGIO,13.74,2525.82,2300.28,16747.22,1339.78,95.19,3.41,1.41,0
30/04/20,VE POR MÁS,12.65,4345.38,5074.37,40119.34,3209.55,77.83,13.98,8.19,0
30/04/20,VW BANK,22.41,1730.81,1730.81,7724.11,617.93,58.43,31.41,10.16,0
31/05/20,A AFIRME,13,637.49,621,4778.76,382.3,87.43,6.83,5.73,0
31/05/20,ABANCREA,15.24,145.42,145.42,954.15,76.33,86.24,8.9,4.87,0
31/05/20,ABC CAPITAL,10.84,960.58,696.53,6427.18,514.17,84.64,3.5,11.86,0
31/05/20,ACCENDO BANCO,14.58,829.16,741.45,5083.75,406.7,76.85,17.5,5.66,0
31/05/20,ACTINVER,13.05,3422.43,3303.94,25319.99,2025.6,79.77,5.64,14.6,0
31/05/20,AFIRME,12.39,4930.62,7395.93,59695.14,4775.61,71.02,17.16,11.82,0
31/05/20,AMERICAN EXPRESS,27.37,7249.78,6426.72,23483.67,1878.69,55.8,0.3,43.91,0
31/05/20,ARBASE,14.42,75.76,67.61,468.71,37.5,92.42,4.93,2.66,0
31/05/20,ARR BANAMEX,327.55,728.6,728.44,222.39,17.79,65.72,0.82,33.47,0
31/05/20,ARR. Y FACT. BANORTE,17.23,5393.95,5359.31,31112.65,2489.01,89.8,4.75,5.45,0
31/05/20,ARRENDADORA BX+,11.19,818.94,603.65,5395.35,431.63,88.17,5.89,5.94,0
31/05/20,AUTOFIN,11.8,649.82,635.06,5380.18,430.41,87.58,5.36,7.06,0
31/05/20,AYF BANORTE,23.45,2755.52,1958.91,8355.17,668.41,90.13,8.36,1.51,0
31/05/20,AZTECA,15.66,24259.25,26275.63,167781.2,13422.5,65.23,23.2,11.57,0
31/05/20,BAJÍO,16.1,30389.56,30516.29,189516.15,15161.29,83.38,6.49,10.13,0
31/05/20,BANAMEX,14.69,122587.61,131640.48,896290.81,71703.26,73.78,17.76,8.46,0
31/05/20,BANCO KEB HANA,207.57,1591.01,1590.74,766.36,61.31,58.56,21.9,19.54,0
